الصفحة,العنوان,الكاتب,الردود,المشاهدات,آخر_مشاركة,الرابط
95,الكراهية,♥همسة♥,5,642,2017-03-1722:54bmlsy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048687
95,نصائح للحياة,islam ben tala,5,"1,110",2017-03-1721:44محمد العوني,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2039009
95,اجمل ما قرات,زهرة المسيلة,3,497,2017-03-1719:57benamor salim,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2050434
95,ألــمـ تـــسأل نفسك هذ السؤال ...,Gihane,11,777,2017-03-1719:50benamor salim,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2049195
95,*** عجائب الدنيا السبع ***,أم عاكف ( الأم المعلمة ),39,"2,388",2017-03-1719:49benamor salim,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2019024
95,مفاتيح النجاح بين يديك .,زهرة المسيلة,1,515,2017-03-1711:38كلمة حرة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2050512
95,وقفة مع الذات,سعد606,2,609,2017-03-1619:17حالمة برفقة النبي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2050327
95,قصة مؤثرة عن التسامح,biosys,0,554,2017-03-1617:02biosys,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2050350
95,ممــــــا راقنـــــــي,السجنجل,8,851,2017-03-1321:07bmlsy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048248
95,سجل حضورك بأجمل التواقيع الهادفة2017,عاشق العفة,29,"1,536",2017-03-1319:16عاشق العفة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2045665
95,الأصول العشرة للحوار,السجنجل,9,"1,017",2017-03-1317:44hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2026928
95,موضوع للنقاش الجاد,السجنجل,10,"1,568",2017-03-1315:47السجنجل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2036451
95,الضحك,زهرة المسيلة,6,674,2017-03-1303:33فاطمة شلف,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048337
95,الزهور,زهرة المسيلة,1,592,2017-03-1301:40hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048585
95,لو خيروك,رندة نهاد,56,"3,227",2017-03-1221:34#قطوفها دانية#,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1779397
95,ثمــــة خلــــل فــــي البصيـــــرة,السجنجل,13,897,2017-03-1210:39السجنجل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2047475
95,معارج الروح و بلاسم الجروح,أبو عاصم مصطفى السُّلمي,22,"2,858",2017-03-1010:13أبو عاصم مصطفى السُّلمي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1876486
96,المرحلة الملكية,ولد الحومة,1,516,2017-03-0921:25⋟صقر☬الأندلس⋞,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048405
96,على اي اساس ... !,رندة نهاد,10,903,2017-03-0909:33رندة نهاد,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040567
96,شاركونا بكلمة عن المتكبرين,بن مير سليمان,24,"1,325",2017-03-0820:35بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2047301
96,قصة عن الاحسان ( خطبة),amani nono,1,509,2017-03-0820:20زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2048089
96,كلمات ليست كالكلمات,عاشق العفة,14,"1,532",2017-03-0817:52عاشق العفة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=207889
96,النجاح والتضحية,متهور,33,"2,295",2017-03-0721:03مداوم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2036414
96,الإنسان إجتماعي الطبع ........,عشريني متمرد,0,559,2017-03-0720:13عشريني متمرد,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2047835
96,من ألّف فقد استهدف (منقول),أبو عاصم مصطفى السُّلمي,16,"1,692",2017-03-0716:06أبو عاصم مصطفى السُّلمي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041487
96,°°°يجب وضع عنوان للموضوع°°°العدد 8°°°--->> المكارم,جَمِيلَة,18,"1,648",2017-03-0714:29جَمِيلَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2046167
96,السعادة,Soft Girl,7,679,2017-03-0613:36أبو اشرف واروى,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2045581
96,👌كلام يوزن بميزان الذهب👌🔮,هديل527,4,638,2017-03-0611:38mohammed_abdu,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2030801
96,احرف من ذهب,محمد علي 12,8,797,2017-03-0511:18ميسون احمد,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043742
96,⭕ فن الإختلاف ⭕,FodoooL,2,765,2017-03-0503:23hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040451
96,¤ بَــوحٌ ¤ .. لم أجِد له عُنوآناً !!,سَـآجدة,18,"1,691",2017-03-0421:57شريف سيد علي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044449
96,دون ماكياج,سعد606,7,"1,326",2017-03-0421:54شريف سيد علي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044390
96,عندما يصحو الضمير --> أم عاكف,جَمِيلَة,15,"1,336",2017-03-0421:19جَمِيلَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044225
96,كيف تنمي مهارات التفكير الابداعى لديك,abouhajar,7,808,2017-03-0420:30بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2042007
96,كلام رائع,بن مير سليمان,5,458,2017-03-0416:00بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2046791
96,نصيحة من ذهب,بن مير سليمان,7,653,2017-03-0415:53بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2045908
96,نصيــــــــــــــحة,mamon avant tout,12,"1,046",2017-03-0414:32بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2007544
96,من منكم يشاركني في بداية النصائح وتبادل المعارف والتقاليد,بن مير سليمان,5,491,2017-03-0414:18بن مير سليمان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2046298
96,قل حسبي الله لجلب النعماء ، ولدفع الضرِّ والبلاء .,abedalkader,8,667,2017-03-0321:25abedalkader,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2026789
96,سبعةٌ تدمر الإنسان:,محمد علي 12,4,752,2017-03-0314:48زيان.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2045247
96,إستمع..ثم ابتسم..ثم تجاهل!!,زهرة المسيلة,4,574,2017-03-0312:58*آية*,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2046475
96,اجمل الكلام,زهرة المسيلة,5,642,2017-03-0302:09hamido200457,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044442
96,الخير الذي لا نحبه ... مقال رائع,هشام 12,4,774,2017-03-0214:30yassine-22,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043162
96,متعة الفشل,زهرة المسيلة,8,629,2017-03-0214:29yassine-22,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044834
96,الحب عند الرجل والمرأة,زهرة المسيلة,10,817,2017-02-2821:14tihya,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043852
96,صيدٌ جناهُ إعمالُ الفكرة ... متجدّد,أبو عاصم مصطفى السُّلمي,44,"4,101",2017-02-2718:12أبو عاصم مصطفى السُّلمي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1942137
96,المطايا و النّجائب ...,أبو عاصم مصطفى السُّلمي,4,819,2017-02-2717:48ثلجَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2035058
97,يُخلَقُ مِنَ الشَّبَهِ ....أَلْفْ!!!؟؟؟,dark star,27,"2,659",2017-02-2613:32hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1884888
97,الحب حقيقة أم خيال,@رنيم الأمل في الحياة@,13,763,2017-02-2609:56ضياء الندى,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044173
97,مقاهي المثقفين,عثمان الجزائري.,21,"1,513",2017-02-2521:14عثمان الجزائري.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044310
97,شخصية الفرد,hamoud505,6,853,2017-02-2309:28hamoud505,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2038273
97,رجل يتحدّث عن [ زوجتِه اللتي توفيت ],وسيمツ,3,759,2017-02-2222:27وسيمツ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043264
97,صنفت العرب النساء الى سبعين نوعا,محمد علي 12,9,"1,232",2017-02-2217:53ياسمين تلمسان,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2039156
97,تعلمت من الحياة,hammi330,1,682,2017-02-2122:49Abderrahim Alger,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2044006
97,سيــــظل الامـــل,زهرة المسيلة,1,480,2017-02-2020:15جَمِيلَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043632
97,ورود الأمــــــــل,زهرة المسيلة,0,425,2017-02-2019:54زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2043630
97,لو منحت 60 دقيقة لتعود بها للماضي,زهرة المسيلة,11,906,2017-02-1916:15hichem480,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040930
97,الحيــاة أحيـانـاً تحتاج إلى تجـاهل..,زهرة المسيلة,4,696,2017-02-1809:07samiaa2017,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041515
97,( حســن النيـــّة) مبدأ أم سذاجة ! ♥ && ~,فجرالحرية,4,619,2017-02-1808:56وردة برية,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2039575
97,كلمة معناها كبير و اكثر من يقولها لا يفهمها,زهرة المسيلة,5,747,2017-02-1720:14Abderrahim Alger,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040616
97,هؤلاء هم أعداؤك فصارع ذلك الجيل,متهور,3,605,2017-02-1720:02Abderrahim Alger,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2042566
97,ممتاز وجميل,متهور,2,581,2017-02-1717:20متهور,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2042589
97,حين تقرأ كتابا,حمزة,18,"1,369",2017-02-1715:42وسيمツ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2038858
97,ماهو الأهم الزواج أم العمل,شروق العدل,31,"7,846",2017-02-1707:10عثمان الجزائري.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=102223
97,إسبح مع التيار أو قف كالصخرة,عثمان الجزائري.,3,822,2017-02-1703:47عسجدة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2042389
97,منتــــــــــــــــــدانا ...,عابر . سبيل,72,"4,688",2017-02-1703:04عسجدة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=296716
97,فهرس المواضيع المميزة 2016,جَمِيلَة,27,"3,585",2017-02-1622:00ثلجَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1932959
97,الحب قطعة نقدية ذهبية،,سعد606,2,575,2017-02-1616:03hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041886
97,10 نصائح عن الكتابة من كُتّاب وَأدباء عَالميين,FodoooL,6,806,2017-02-1615:50Abderrahim Alger,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2039333
97,خيمتنا العليلة,أبو عاصم مصطفى السُّلمي,41,"4,022",2017-02-1606:41أثيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1915197
97,حكم مبهرة,نور لاتراه,12,905,2017-02-1417:49زيان.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2032801
97,~*¤®§(*§ ( نحن في زمن  )§*)§®¤*~°,بٰٰاولو,5,619,2017-02-1415:04إيلافْ وَ سلافْ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040660
97,قد تكون حقيقة,متهور,7,728,2017-02-1412:18متهور,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041042
97,حكمة سمعتها في يوم من الأيام,متهور,2,604,2017-02-1412:03متهور,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041848
97,علبة شوكولاطة,عثمان الجزائري.,8,668,2017-02-1314:26ثلجَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041387
97,كلام سيغير تفكيرك في الحياة !!,مصطفى_س,73,"5,531",2017-02-1310:02مصطفى_س,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1966512
97,المشاكل,jamal dilmi,1,525,2017-02-1306:10omar@exness,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041150
98,تعلمت من تجربة الحياةعدة اسرار,محمد علي 12,3,614,2017-02-1302:43hanan7,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2041320
98,اللهم ان نسألك حسن الخاتمة,أم عاكف ( الأم المعلمة ),27,"1,234",2017-02-1212:12أم عاكف ( الأم المعلمة ),https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2028934
98,فن إدارة الوقت,noussah,3,737,2017-02-1122:19zakiST,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2035389
98,قبل أن تبني قلعة من الرمال.. الصداقة بين الرجل والمرأة حقيقة أم خيال؟,فجرالحرية,17,"1,217",2017-02-1116:57فجرالحرية,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040001
98,الصداقة,jamal dilmi,4,522,2017-02-1112:30تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040286
98,ولدي خَاطِيهْ المَشَاكلْ,سعد606,4,514,2017-02-1112:28تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040573
98,الصداقة الحقيقية,ايملي فتاة الريح,9,"1,345",2017-02-1112:23تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1285820
98,*** وجعلنا من الماء كل شيئ حيا ***,أم عاكف ( الأم المعلمة ),17,"1,107",2017-02-1112:21تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2037477
98,شيـــــــــــخ في خطبـــــــــــته يقــــــــــــــــــــــــــــــول,محمد علي 12,2,530,2017-02-1112:21تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040926
98,همسة في أذن كل شاب وشابة,محمد علي 12,6,593,2017-02-1112:20تركي اسطنبولي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040760
98,"¨¯¨'*·~-.¸-(_ لا تحكــم بالمظهر _)-,.-~*'¨¯¨'*·~-.¸",*آية*,9,"1,594",2017-02-1109:17*آية*,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=1959937
98,*** هل تعلم لماذا يمنع الطيران فوق الكعبة ؟,أم عاكف ( الأم المعلمة ),12,"1,181",2017-02-1011:33أم عاكف ( الأم المعلمة ),https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2032820
98,انت والناس,Asma Bouanani,5,667,2017-02-0920:01nadir89,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2036565
98,الصغار ولغة الكبار,سعد606,4,525,2017-02-0920:00nadir89,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2039629
98,عيد الحب,سيف الدين الطيار,0,515,2017-02-0914:52سيف الدين الطيار,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2040590
